scenario,month,grp,upper,lower,value,location,variable
Historical Emissions,Jan,Mid Century (2040-2069),1.444,0,1,Prairie County,con-wet
Historical Emissions,Jan,End-of-Century (2070-2099),1.444,0,1,Prairie County,con-wet
"Moderating Emissions
(SSP1-2.6)",Jan,End-of-Century (2070-2099),1.7,0.078,1,Prairie County,con-wet
"Moderating Emissions
(SSP1-2.6)",Jan,Mid Century (2040-2069),1.667,0,1,Prairie County,con-wet
"Middle of the Road
(SSP2-4.5)",Jan,End-of-Century (2070-2099),1.689,0.556,1,Prairie County,con-wet
"Middle of the Road
(SSP2-4.5)",Jan,Mid Century (2040-2069),1.344,0,1,Prairie County,con-wet
"High Emissions
(SSP3-7.0)",Jan,End-of-Century (2070-2099),1.733,0,1,Prairie County,con-wet
"High Emissions
(SSP3-7.0)",Jan,Mid Century (2040-2069),1.556,0,1,Prairie County,con-wet
"Accelerating Emissions
(SSP5-8.5)",Jan,End-of-Century (2070-2099),1.111,0,0.944,Prairie County,con-wet
"Accelerating Emissions
(SSP5-8.5)",Jan,Mid Century (2040-2069),1.667,0,1,Prairie County,con-wet
